freq_index,length of patch,width of patch,height of patch,height of substrate,height of solder resist layer,radius of the probe,c_pad,c_antipad,c_probe,dielectric constant of substrate,dielectric constant of solder resist layer
26,0.01931729808968691,0.004310801069238293,0.0004075223496600763,0.00561963614836261,0.0007042044412289093,0.0007830880656467742,0.00011246205673585483,0.00018114408024063158,0.0035334082681741288,0.009462893602266834,0.0010863194492325855
27,0.01901391934399581,0.004201954907149225,0.0004170103953104114,0.005534476901761335,0.0006972844457596689,0.0008248130962326752,0.00010608553432335901,0.00017914189887580586,0.003522744374488717,0.009280118034846747,0.00106589225542486
28,0.019033362023272916,0.004420676745882082,0.00040721715386234114,0.00556203641405153,0.000696454317637937,0.0007892000808644651,0.00011820205028599767,0.0001925353970916117,0.003624882641716383,0.009393389396999605,0.0010695655584631867
29,0.01947703675844183,0.004446916838190449,0.0004233864149940548,0.005714921808954495,0.0007266437829430423,0.0008012990360681098,0.00010640038158837243,0.00019682838178392668,0.003725502695610274,0.009564532272851289,0.001099788412377609
30,0.019844766279951256,0.005001597514199973,0.00042959698360061174,0.005873307066770335,0.0007580826383324998,0.0007787481395166312,0.00011076318072294122,0.00018987901953618918,0.0038264891253181952,0.009931652551859765,0.001133166475972133
31,0.020713672116028134,0.00547699029765912,0.0004531269735513042,0.006175082936808837,0.0008152614704412015,0.0007803579282701312,0.00011503050307655217,0.00018630067201618532,0.004004924303263574,0.010481111149289716,0.0011825615456744806
32,0.021147629811396052,0.005704653055513676,0.00046352036667996973,0.006405089328538126,0.000842307912028251,0.0007931168714714287,0.00011722507668816628,0.00018662140144044487,0.004134681761561341,0.010756390604806777,0.001219202092482676
33,0.020965520422257,0.005568880272741935,0.0004551786076814974,0.006482169402772514,0.0008476484400122913,0.0008044320793442466,0.00011622265389013053,0.0001838196703784205,0.004163390071830939,0.010567792464251541,0.0012052202810398974
34,0.02131934278639988,0.005522845841165799,0.00046578158082357095,0.006603555299749422,0.0008607212250208974,0.0008227338745671125,0.0001155221765277101,0.00019337539676928995,0.004226508128702344,0.010614911715189615,0.0012129357649912288
35,0.021706277754769396,0.005485337987468017,0.00047856837103319404,0.0066501962308266865,0.0008701889669124167,0.0008392873132110235,0.00011573545171401987,0.00020075842867888028,0.004359522491545227,0.010754135414142513,0.0012376079178271601
36,0.022228754574979716,0.00572324540484604,0.0004948930471987274,0.0066772611876625325,0.000871745730513957,0.0008613826493867001,0.0001164349792200831,0.0002066792308616994,0.004465068602443335,0.011098918630116021,0.001290641502657933
37,0.02284409928677687,0.006115119774543231,0.0005141214852161075,0.006778544009621463,0.0009028837270108028,0.0008892301303237231,0.00011951926938114474,0.00021495679347076227,0.004615256664764822,0.011568135438273796,0.0013526588381819464
38,0.023237808130273773,0.006312753949592363,0.0005255054997567514,0.0068568327830205505,0.0009174503719628747,0.0009176660681245339,0.00012061548933609208,0.00021995322788087883,0.004681368594738974,0.011853876991651545,0.0013955476049760088
39,0.023576669135496983,0.006566510568210735,0.0005374133345944372,0.0069851821927881955,0.0009414693943007075,0.0009445925405369469,0.00012112938479256275,0.0002264540494229663,0.00476964114613794,0.012142419221982434,0.0014434735017332864
40,0.024158377849047456,0.006837821792607284,0.0005492503889164521,0.0070754165080056265,0.0009647307000053462,0.0009707455982023211,0.00012401621835074613,0.0002336844162487272,0.004823147879904182,0.012547537758575743,0.0014911096042661525
41,0.02467442982232393,0.007161365812690697,0.0005622660620740397,0.0072549222713679225,0.0009982261009773804,0.0009969916954562438,0.00012588632103074248,0.00024138732966202408,0.004902997049526196,0.012914409981438177,0.0015378178500417452
42,0.025181642812282884,0.007553984202555756,0.0005733359938682015,0.007404358381062598,0.0010212919308771541,0.0010208942515043478,0.00012817242372762505,0.0002475679476759327,0.0049358723472006875,0.013294941157250856,0.0015679546886712165
43,0.025495959751641574,0.007982905824386065,0.0005796356914351829,0.007537202752051662,0.0010423134474908534,0.0010374080556542127,0.0001284076313288947,0.00025592643804662855,0.004976364436434276,0.013609471012703815,0.00159029236332101
44,0.025730360206679917,0.008263372292566061,0.0005810149940685253,0.0076027585202781715,0.0010531740216769983,0.0010552927666339115,0.00013016548647142167,0.0002586220423528804,0.004961053975185945,0.013810017808752866,0.001596149242487713
45,0.026035420337126622,0.008299316117419532,0.0005846376072114973,0.007670555838304965,0.0010604830041750155,0.0010549028158484406,0.00012986692808457276,0.00026580376726626165,0.004969881689963649,0.013915437964064565,0.0016021238297075774
46,0.0262473018015202,0.00828427143061339,0.0005860463229577933,0.0076970578129611795,0.0010612208711270668,0.0010487314925264957,0.00013129112648949101,0.0002680977074364525,0.004912338817297523,0.013921715133818822,0.0015940090910119204
47,0.026511417099492465,0.008374072870804895,0.0005886860710767964,0.007765036168976209,0.0010708113251930447,0.001060417542854945,0.0001313132627760593,0.00027509331610517124,0.004915702179889774,0.014023671102761035,0.0015958295162044355
48,0.02682030023033939,0.008538805800883923,0.0005945992836756493,0.007896330819201113,0.001083650844014106,0.001079383236703588,0.00013553660214688648,0.00027515918516845845,0.004885142715416144,0.014148201811966018,0.0015952599174644223
49,0.02695638237900995,0.008525300011112916,0.0005989527858015316,0.008003324121978152,0.0010844104881606886,0.0010885915241727782,0.00013743402362240487,0.00027451322724421817,0.00486900312687034,0.014099291604549731,0.0015817347969581833
50,0.026871660159001897,0.008584604705151041,0.00059673726669888,0.008047870142542901,0.0010921822962772787,0.0010840002799508584,0.00013790519871003,0.0002717971245744335,0.004843788805292614,0.014087923723666821,0.0015616460670879232
51,0.026666759258479028,0.008797887694183274,0.0005935008419835152,0.008039074898952276,0.001105242292975905,0.0010749277895066277,0.0001368657593147375,0.00026838764529767915,0.00486458044740098,0.014116415633491022,0.0015634215107901178
52,0.026251763550203238,0.00896250312008075,0.00058728338807673,0.007930045252415672,0.0011045732234247882,0.0010606124811801151,0.00013635197506096233,0.0002595603706973109,0.004791739716458677,0.014018548958337129,0.0015517074003148434
53,0.02713637476536765,0.00912138122824294,0.0005879643563162628,0.007854440467274603,0.0011269414973496205,0.0010509282461742856,0.0001413772109692073,0.00025992796510754533,0.004819133240192091,0.014210230675502797,0.0015733890902640214
54,0.02790805208149241,0.00920980442222671,0.0005877344540102565,0.007799747867963801,0.0011345021315475009,0.0010345249404361593,0.00014449201468656313,0.00026172147924775506,0.004807693967178686,0.014497993893884308,0.001594551130017238
55,0.028870465743601026,0.009406145532332842,0.0006017410914548,0.007817658767178284,0.0011689302265940613,0.0010200166768992126,0.0001487222231405588,0.0002635769518231278,0.004829625140375166,0.014928627370008782,0.0016420632971459953
56,0.02891632484559396,0.009287059084692998,0.0006075240022952284,0.007817666773772358,0.001174823413440837,0.000999429480946479,0.00014918028326028616,0.00026295508781624076,0.004780513656080065,0.014877960753085008,0.0016340832249145602
57,0.029432249899527328,0.009199645833589544,0.0006220491501081049,0.007823461175557985,0.001200689790557273,0.0009793376930020935,0.00015279321713530602,0.000261282868016122,0.0047757530686867175,0.015044237843793423,0.001661660752041423
58,0.029761399202678927,0.009099462287342963,0.0006346229222876516,0.007831646138755836,0.0012237385323095084,0.0009655145863395426,0.000157850912647016,0.00026098831524303304,0.004770025166112985,0.01508876043765699,0.0016786964860425067
59,0.030049717248375737,0.009025580106089958,0.0006430362865551194,0.007831018955553349,0.001241885014434359,0.0009570330826204215,0.00016023141948218962,0.00025817095325212573,0.0047691488147375005,0.01512170490340807,0.0016973926430910973
60,0.0293658037683857,0.008740546839747263,0.0006414749080417169,0.007693049029924383,0.0012137370360134846,0.0009309626856253514,0.00016145438039258346,0.0002517740598958523,0.004732358811506585,0.014723477968529089,0.0016538065612612671
