,height of substrate,length of patch,width of patch,height of patch,height of solder resist layer,radius of the probe,c_pad,c_antipad,c_probe,dielectric constant of solder resist layer,dielectric constant of substrate,,,
0,0.379999995231628,2.484,3.4,0.029,0.045,0.043,0.001,0.045,0.27,2.98,3.19,0.044,0.089,0.67068
