,real,imag
0,-0.0203524582952187,0.956003398555967
1,-0.013475683585193092,0.9554532568114388
2,-0.006563918119531167,0.9548332985793919
3,0.0003828572206487492,0.9541420717294139
4,0.007364646769350035,0.9533780821600598
5,0.014381438942600171,0.9525397924504679
6,0.021433205030483973,0.9516256204696244
7,0.028519897909378318,0.9506339379425536
8,0.035641450669154924,0.9495630689727766
9,0.04279777514976225,0.9484112885204807
10,0.049988760381242885,0.9471768208359317
11,0.057214270920843746,0.9458578378478074
12,0.06447414508047807,0.944452457506241
13,0.07176819303735223,0.9429587420805604
14,0.07909619482010743,0.9413746964118742
15,0.08645789816234188,0.939698266120888
16,0.09385301621484943,0.9379273357715802
17,0.10128122510736474,0.9360597269916419
18,0.10874216135001867,0.9340931965509276
19,0.11623541906409601,0.9320254343995072
20,0.12376054703102782,0.9298540616673378
21,0.13131704554787324,0.9275766286280427
22,0.13890436307681991,0.9251906126297993
23,0.1465218926754681,0.9226934159969437
24,0.15416896819387446,0.9200823639065556
25,0.16184486022348427,0.9173547022450395
26,0.16954877178221786,0.9145075954505504
27,0.1772798337190561,0.9115381243480454
28,0.18503709982052677,0.9084432839847894
29,0.1928195416005047,0.905219981475305
30,0.20062604275371992,0.9018650338660491
31,0.20845539325232643,0.8983751660315502
32,0.2163062830637935,0.8947470086153344
33,0.22417729546730197,0.890977096030754
34,0.2320668999446957,0.8870618645388078
35,0.2399734446209347,0.8829976504222227
36,0.24789514822786318,0.8787806882774976
37,0.25583009156401054,0.8744071094492767
38,0.2637762084220595,0.8698729406343771
39,0.2717312759545897,0.8651741026860595
40,0.2796929044477293,0.860306409652705
41,0.28765852647148893,0.8552655680890204
42,0.29562538537476396,0.8500471766822298
43,0.3035905230924185,0.8446467262404511
44,0.31155076723141617,0.8390596000956866
45,0.31950271740280317,0.8332810749795317
46,0.32744273076644304,0.8273063224359393
47,0.33536690675585934,0.8211304108421338
48,0.3432710709514159,0.8147483081161495
49,0.35115075807143165,0.808154885197444
50,0.359001194052786,0.801344920395688
51,0.3668172771952204,0.7943131047121661
52,0.3745935583469999,0.7870540482482641
53,0.3823242201140092,0.7795622878262835
54,0.39000305507984145,0.7718322959593493
55,0.397623443031211,0.7638584913194122
56,0.4051783271912143,0.7556352508653318
57,0.41266018947283256,0.7471569238067052
58,0.42006102477682417,0.7384178475934117
59,0.42737231437204637,0.7294123661357331
60,0.43458499841255366,0.7201348504752663
61,0.44168944766486035,0.7105797221424753
62,0.4486754345408237,0.7007414794525348
63,0.4555321035570766,0.6906147270067433
64,0.46224794137113434,0.6801942086820316
65,0.46881074657766747,0.6694748444054801
66,0.4752075994862662,0.6584517710239102
67,0.48142483214479787,0.647120387589903
68,0.4874479989204826,0.6354764053943928
