,height of substrate,length of patch,width of patch,height of patch,height of solder resist layer,radius of the probe,c_pad,c_antipad,c_probe,dielectric constant of solder resist layer,dielectric constant of substrate,,,
0,0.358999997377396,4.025,4.425,0.027,0.058,0.037,0.014,0.07,0.42,2.33,4.85,0.051,0.121,1.6905
