,height of substrate,length of patch,width of patch,height of patch,height of solder resist layer,radius of the probe,c_pad,c_antipad,c_probe,dielectric constant of solder resist layer,dielectric constant of substrate,,,
0,0.360909082672813,2.484,3.4,0.029,0.045,0.0480909090909091,0.001,0.045,0.400909090909091,2.98,3.19,0.0490909090909091,0.0940909090909091,0.995858181818182
