,height of substrate,length of patch,width of patch,height of patch,height of solder resist layer,radius of the probe,c_pad,c_antipad,c_probe,dielectric constant of solder resist layer,dielectric constant of substrate,,,
0,0.355499997735023,4.664,4.613,0.039,0.1,0.015,0.0,0.092,0.38,2.2,4.2,0.015,0.107,1.77232
