,height of substrate,length of patch,width of patch,height of patch,height of solder resist layer,radius of the probe,c_pad,c_antipad,c_probe,dielectric constant of solder resist layer,dielectric constant of substrate,,,
0,0.36599999666214,2.484,3.4,0.029,0.045,0.05,0.001,0.045,0.45,2.0,3.19,0.051,0.096,1.1178
