epoch,train_mse,val_mse
1,0.335198438167572,0.43158431351184845
2,0.314028799533844,0.3480021506547928
3,0.27519812285900114,0.2985772490501404
4,0.2576384305953979,0.2908660098910332
5,0.24572187960147857,0.2918263003230095
6,0.2454868048429489,0.2922051101922989
7,0.24212088584899902,0.2881507948040962
8,0.24169137477874755,0.28698716312646866
9,0.24013524651527404,0.28746935725212097
10,0.23929770588874816,0.28624142706394196
11,0.2386019855737686,0.28683440387248993
12,0.23866605162620544,0.28539735078811646
13,0.23901011943817138,0.2907097637653351
14,0.23896354734897612,0.2849210798740387
15,0.23748789727687836,0.28934675455093384
16,0.2372383713722229,0.2872117683291435
17,0.23694179058074952,0.28638532757759094
18,0.2366099089384079,0.2848416119813919
19,0.2363571912050247,0.28934216499328613
20,0.23633331656455994,0.28592705726623535
21,0.23608618676662446,0.2842338904738426
22,0.23497920036315917,0.28975988179445267
23,0.23549288511276245,0.2875356748700142
24,0.23509884774684905,0.2850566953420639
25,0.2340417504310608,0.2874271795153618
26,0.2340921700000763,0.2887248694896698
27,0.23390614092350007,0.28913602977991104
28,0.23460303246974945,0.2850559800863266
29,0.23346694111824035,0.28594108670949936
30,0.23355875313282012,0.28862008452415466
31,0.23232163190841676,0.28812433779239655
32,0.23141742944717408,0.29333844780921936
33,0.23233673274517058,0.2859741374850273
34,0.23149285316467286,0.2909143194556236
35,0.23031139075756074,0.2885681688785553
36,0.23011951446533202,0.28708283603191376
37,0.22987084984779357,0.29393497109413147
38,0.22952828109264373,0.2894928753376007
39,0.22911009192466736,0.2976894676685333
40,0.22833923995494843,0.29101065546274185
41,0.22792305946350097,0.2918222174048424
42,0.22734872698783876,0.2906094491481781
43,0.22798891961574555,0.2938643991947174
44,0.22800286412239074,0.2924364358186722
45,0.2273292660713196,0.29539477825164795
46,0.22707318365573884,0.29960082471370697
47,0.22689173519611358,0.29142647236585617
48,0.2271080881357193,0.299150712788105
49,0.228634113073349,0.2949093282222748
50,0.22678668200969695,0.28946851193904877
51,0.22735407054424286,0.2988755330443382
52,0.22713956236839294,0.29410090297460556
53,0.22688536942005158,0.2891639471054077
54,0.22540169358253478,0.3012112155556679
55,0.22614994645118713,0.29502709954977036
56,0.22639375329017639,0.2913557291030884
57,0.2254067361354828,0.3070109561085701
58,0.22552853524684907,0.2936863303184509
59,0.22536803185939788,0.2959437146782875
60,0.22427183985710145,0.29971734434366226
61,0.22387562394142152,0.30212637037038803
62,0.22372990548610688,0.29651641845703125
63,0.22332242727279664,0.29704514890909195
