epoch,train_mse,val_mse
1,15.259050750732422,7.191478490829468
2,3.9872355461120605,1.3173174560070038
3,3.2475879907608034,1.9487836956977844
4,2.5094867944717407,1.1203696429729462
5,2.086758780479431,1.648075819015503
6,2.0630263805389406,1.0194840133190155
7,1.7751167297363282,1.0165160596370697
8,1.8299329996109008,0.9745553731918335
9,1.7649845004081726,0.9440404176712036
10,1.7074350595474244,0.9531666040420532
11,1.6791985511779786,0.9356088042259216
12,1.6627145290374756,0.9463747441768646
13,1.641719937324524,0.9449245631694794
14,1.6295632123947144,0.9648630917072296
15,1.621909499168396,0.9693810641765594
16,1.617199456691742,0.9787600934505463
17,1.6022396802902221,0.986924946308136
18,1.6099712133407593,0.9880283176898956
19,1.5923531293869018,0.9733043313026428
20,1.5883367300033568,0.978438526391983
21,1.5872145175933838,0.9869163632392883
22,1.5763009786605835,0.9851364493370056
23,1.5737458229064942,0.9749744236469269
24,1.5768675088882447,0.9854787886142731
25,1.5601822495460511,0.9800727963447571
26,1.5618707656860351,0.9819493293762207
27,1.5571760416030884,0.9821173846721649
28,1.554581344127655,0.9901327192783356
29,1.551810359954834,0.9830116033554077
30,1.5543853282928466,0.9904599487781525
31,1.5384189367294312,0.9808865189552307
32,1.5281425714492798,0.9828256964683533
33,1.5340222120285034,0.9804238080978394
34,1.5240663528442382,0.9902413785457611
35,1.5242658138275147,0.9865049123764038
36,1.5217661142349244,0.9804193079471588
37,1.5047401309013366,0.9894290566444397
38,1.5122852802276612,0.9916269481182098
39,1.5081089377403258,0.9910182654857635
40,1.4959782004356383,0.9828466475009918
41,1.4921498060226441,1.0039145946502686
42,1.4703406810760498,0.9799017906188965
43,1.4798848986625672,0.987560361623764
44,1.461404299736023,0.9880735576152802
45,1.4515262842178345,0.9867196977138519
46,1.4447618007659913,0.9968200623989105
47,1.4282935380935669,0.9948746562004089
48,1.4199481368064881,1.010481834411621
49,1.4273334741592407,1.0133021771907806
50,1.3983105182647706,0.9983201026916504
51,1.373777413368225,1.0225982666015625
52,1.3715613245964051,1.059230774641037
53,1.3561484336853027,1.0571051836013794
54,1.342279279232025,1.0683626234531403
55,1.3205129861831666,1.0707560181617737
56,1.2994901418685914,1.071666955947876
57,1.2711951017379761,1.0947145521640778
58,1.2802396178245545,1.1252998113632202
59,1.2471053719520568,1.1349625885486603
60,1.3283476829528809,1.1039535999298096
61,1.3454272150993347,1.1439388692378998
62,1.3384855151176454,1.2710133790969849
63,1.282506561279297,1.2235459089279175
64,1.244442057609558,1.185714840888977
65,1.2344851732254027,1.282775491476059
66,1.210779595375061,1.3737760186195374
67,1.1603254795074462,1.3234524726867676
68,1.141683614253998,1.4287974834442139
69,1.1144670724868775,1.33643639087677
70,1.066484546661377,1.4943763315677643
71,1.0710197567939759,1.4909318089485168
72,1.076876151561737,1.4098584353923798
73,1.0150924563407897,1.6268108785152435
74,0.9853141188621521,1.5525621175765991
75,0.9502616882324219,1.6637322306632996
76,0.9194453597068787,1.697169452905655
77,0.9030080437660217,1.7493141293525696
78,0.9226500272750855,1.7095332145690918
79,0.8656660437583923,1.7722298502922058
80,0.933623445034027,1.6675976514816284
81,0.8842549920082092,1.8605496883392334
82,0.8433846235275269,1.674816071987152
83,0.8672848343849182,1.6313840448856354
84,0.9498150229454041,1.6521815359592438
85,0.8680505752563477,1.5314970016479492
86,0.8382930636405945,1.7075928747653961
87,0.7845323562622071,1.9609462022781372
88,0.7893942952156067,1.757102608680725
89,0.7772597908973694,1.5739091634750366
90,0.7902923345565795,1.6732462644577026
91,0.7110025405883789,1.6427058279514313
92,0.6922983169555664,1.8387956619262695
93,0.68539959192276,1.8175609707832336
94,0.6677075743675231,1.8483027815818787
95,0.6561740815639496,1.6215327382087708
96,0.6348669111728669,1.7274094820022583
97,0.6708355665206909,1.6870293617248535
98,0.6351784467697144,1.6658183634281158
99,0.6126120686531067,1.8536485731601715
100,0.7953761219978333,1.6644518971443176
101,0.815773868560791,1.7473593652248383
102,0.6987390875816345,1.6191459894180298
103,0.7550241112709045,1.912949562072754
104,1.3233948707580567,2.583698570728302
105,1.5858042001724244,2.089177131652832
106,1.653089952468872,2.3413085341453552
107,1.3994611024856567,2.329729437828064
