epoch,train_loss,val_loss
1,0.6792621512413025,0.6315915435552597
2,0.631971043586731,0.6397834327071905
3,0.6300256447792053,0.6647345330566168
4,0.626110054731369,0.6232792278751731
5,0.6196801400184632,0.6264197118580341
6,0.6195179078578948,0.6182564552873373
7,0.6222075777053833,0.6385515835136175
8,0.6191525478363037,0.6223525665700436
9,0.6175760021209716,0.6295884940773249
10,0.6161400911808014,0.6167696844786406
11,0.6153153688907623,0.6239899266511202
12,0.6161993207931519,0.6268217004835606
13,0.6147784624099731,0.626329961232841
14,0.6134033513069153,0.6153310649096966
15,0.6160046949386596,0.6180045558139682
16,0.6145891337394714,0.6140673300251365
17,0.6115170001983643,0.617455068975687
18,0.6129045252799987,0.6143503915518522
19,0.6130825386047364,0.6193960923701525
20,0.6118613557815552,0.6158759146928787
21,0.6144923803806305,0.6221567764878273
22,0.6127507467269897,0.617245227098465
23,0.6145080335140228,0.6154041513800621
24,0.6109517357349395,0.6218252060934901
25,0.6118265631198883,0.6164621971547604
26,0.6086200485229493,0.6135996384546161
27,0.610430911540985,0.6143591031432152
28,0.6103714373111725,0.6138925906270742
29,0.6104439418315888,0.6163971917703748
30,0.6089067001342774,0.615804529748857
31,0.6119518060684204,0.6190762277692556
32,0.6079658117294312,0.6184495724737644
33,0.6096685795783997,0.6171131636947393
34,0.6088838245868683,0.6155692236497998
35,0.610436728477478,0.6170872459188104
36,0.610574457168579,0.622087481431663
37,0.6080754284858704,0.6242700703442097
38,0.6084534659385681,0.6169191338121891
39,0.6094952511787415,0.6200221329927444
40,0.6089908080101013,0.6167585989460349
41,0.6089687690734863,0.6176233794540167
42,0.6103124310970306,0.6191623602062464
43,0.6087906167507172,0.6190883200615644
44,0.6080665292739869,0.6228520767763257
45,0.607688666343689,0.6165955774486065
46,0.6098177013397217,0.6141881234943867
47,0.6078701274394989,0.6162936957553029
48,0.606638041973114,0.6175683150067925
49,0.606420874118805,0.6179675720632076
50,0.608345419883728,0.6206035688519478
51,0.6060143177509307,0.6186161413788795
52,0.6071129469871521,0.6168781481683254
53,0.6078304214477539,0.6236487831920385
54,0.6061473782062531,0.616878429427743
55,0.6069631783962249,0.6190766654908657
56,0.6058072683811188,0.6218933425843716
57,0.6061007032394409,0.6198481591418386
58,0.6061095201969147,0.6186131034046412
59,0.6062180507183075,0.6198900854215026
60,0.6047986450195313,0.6184723759070039
61,0.608101214647293,0.6200259355828166
62,0.6050155997276306,0.6174978129565716
63,0.6080744729042054,0.6168103646486998
64,0.604536740064621,0.620564459823072
65,0.6047531137466431,0.6256758254021406
66,0.6052129108905793,0.6191470269113779
